Restaurant Name,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
South Indian Food,Bhikaji Cama Place,77.1884696,28.567558000000002,South Indian,150,No,No,3.1,14
Domino's Pizza,Bhikaji Cama Place,77.18894932,28.56902165,"Pizza, Fast Food",700,No,No,2.4,71
Southy,Bhikaji Cama Place,77.18844105,28.56823664,South Indian,400,No,Yes,2.4,33
Coffee Shop - Centaur Hotel,"Centaur Hotel, Aerocity",77.115196,28.543090999999997,Cafe,1500,No,No,0.0,2
Al Kuresh,Chanakyapuri,77.1918744,28.584146399999998,"Chinese, North Indian",850,No,Yes,3.3,85
Angan Bakery & Cafe,Chanakyapuri,77.191515,28.5850979,"Bakery, Italian, Fast Food, Chinese, Continental",600,No,No,2.9,10
Bamboo Chopstix,Chanakyapuri,77.1916048,28.5842999,"Chinese, North Indian",700,No,No,2.7,8
Bawarchis,Chanakyapuri,77.1915599,28.584250800000003,"Chinese, North Indian",700,No,No,2.9,16
Bikanervala,Chanakyapuri,77.1912454,28.5851618,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",450,No,No,3.4,113
Cafe Coffee Day,Chanakyapuri,77.19097590000001,28.5834333,Cafe,450,No,No,3.0,4
Chanakya Bar-Be-Que,Chanakyapuri,77.1914283,28.584360800000002,"Chinese, North Indian",800,Yes,No,3.2,17
Chattisgarh Bhawan,Chanakyapuri,77.1863937,28.6043227,"North Indian, South Indian",450,No,No,2.7,33
Chimney,Chanakyapuri,77.1916048,28.5843895,Chinese,800,Yes,No,2.9,66
China Town Sizzlers,Chanakyapuri,77.1915599,28.584250800000003,Chinese,800,No,No,3.4,34
Chinese Bite,Chanakyapuri,77.1917436,28.584292699999995,"Chinese, North Indian, Seafood",700,No,No,2.8,31
Chinese Garden,Chanakyapuri,77.191558,28.5843202,Chinese,900,Yes,No,3.2,17
Costa Coffee,Chanakyapuri,77.1683666,28.595299199999996,Cafe,600,No,No,3.0,4
Food Point,Chanakyapuri,77.1867082,28.602426300000005,Fast Food,200,No,No,2.8,5
Ikko,Chanakyapuri,77.1860137,28.6021467,"North Indian, Mughlai",1650,Yes,No,2.9,10
Jammu And Kashmir House,Chanakyapuri,77.1969056,28.599861199999996,"Kashmiri, North Indian",500,No,No,2.9,4
Laguna,Chanakyapuri,77.1916947,28.584308500000002,"Chinese, North Indian",900,No,No,3.4,60
Momo Point,Chanakyapuri,77.1917845,28.584137899999995,"Chinese, North Indian",700,No,No,3.2,14
New Zaika,Chanakyapuri,77.1917845,28.584137899999995,"Chinese, North Indian",700,No,No,3.1,10
Organic Express,Chanakyapuri,77.1933486,28.5867665,"Cafe, Healthy Food, North Indian",700,No,No,3.0,7
Tamil Nadu House Canteen,Chanakyapuri,77.19088609999999,28.5830663,"South Indian, Chettinad, North Indian, Chinese",600,No,No,3.4,161
The Chocolate Avenue,Chanakyapuri,77.1863937,28.5795901,Bakery,300,No,No,3.4,28
Chimney Sizzlers,Chanakyapuri,77.1916048,28.5842999,Chinese,800,Yes,Yes,3.7,137
Gujarat Bhawan Restaurant,Chanakyapuri,77.1971751,28.5985428,"Gujarati, South Indian, North Indian",400,No,No,3.7,203
Itäó»s Sinful,Chanakyapuri,77.1735895,28.5974082,"Bakery, Desserts",450,No,No,3.5,20
Jakoi,Chanakyapuri,77.1876516,28.6055182,"Assamese, Chinese",600,No,No,3.5,218
Arunachal Bhawan,Chanakyapuri,77.19804690000001,28.5986962,North Eastern,350,No,No,0.0,0
Hotel New Tamil Nadu,Chanakyapuri,77.19088609999999,28.5830663,"South Indian, North Indian, Chinese",300,No,No,0.0,1
Milan Food,Chanakyapuri,77.1917845,28.584137899999995,"Chinese, North Indian",650,No,No,0.0,2
Playboy Club,Chanakyapuri,77.1974446,28.5957906,Finger Food,3000,No,No,0.0,3
Moti Mahal Delux,Chanakyapuri,77.1871125,28.601613699999998,"North Indian, Mughlai",1600,Yes,No,2.4,164
The Treat,Chanakyapuri,77.178936,28.592856899999997,"North Indian, Mughlai, Chinese",500,No,No,2.1,138
Break Fast Point,Chander Nagar,77.2820446,28.655501399999995,North Indian,200,No,No,3.3,21
Breakfast Corner,Chander Nagar,77.2822063,28.655449,North Indian,150,No,No,3.1,6
Domino's Pizza,Chander Nagar,77.27777579999999,28.651988800000005,"Pizza, Fast Food",700,No,No,3.0,10
Frontier,Chander Nagar,77.2816637,28.656024,Bakery,200,No,No,3.2,10
Prince Cafe,Chander Nagar,77.2821725,28.654838899999998,"South Indian, Chinese, Fast Food",300,No,No,2.9,6
Spicy Eleven,Chander Nagar,77.2779746,28.6536873,"North Indian, South Indian, Chinese",500,No,No,3.1,15
Vaishno Punjabi Dhaba,Chander Nagar,77.2822247,28.6512423,North Indian,400,No,No,3.0,12
Adarsh Bhojnalaya,Chandni Chowk,77.224214,28.656405699999997,North Indian,300,No,No,3.4,29
Al Haj Bakery,Chandni Chowk,77.2278068,28.654508899999996,Bakery,150,No,No,3.0,9
Anmol Chicken,Chandni Chowk,77.20948259999999,28.663598999999998,Mughlai,300,No,No,3.1,4
Babu Ram Paranthe Wale,Chandni Chowk,77.2304115,28.656011499999998,North Indian,150,No,No,3.2,225
Bhaijaan Kababs,Chandni Chowk,77.23351009999999,28.6494534,Mughlai,100,No,No,3.2,8
Bhikharam's,Chandni Chowk,77.22398333,28.65688889,"Mithai, Fast Food",300,No,No,3.0,5
Bikanervala,Chandni Chowk,77.2244176,28.6566711,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",550,No,No,2.8,42
Brijwasi Bhoj,Chandni Chowk,77.2243841,28.656873200000003,North Indian,200,No,No,3.1,16
Brijwasi Restaurant,Chandni Chowk,77.2243823,28.656851,"North Indian, Fast Food, Chinese, South Indian",400,No,No,3.2,39
Comesum,Chandni Chowk,77.2280206,28.6606804,"North Indian, Street Food, Chinese, South Indian",350,No,No,2.5,49
Inderpuri Restaurant,Chandni Chowk,77.22319809999999,28.6578654,North Indian,250,No,No,3.0,20
Kamdhenu Family Corner,Chandni Chowk,77.22717809999999,28.656330199999996,"North Indian, South Indian",300,No,No,2.8,4
Khalsa Hindu Hotel,Chandni Chowk,77.2234955,28.658756,North Indian,450,No,No,2.9,5
Mahalaxmi Mishthan Bhandar,Chandni Chowk,77.2234057,28.658120299999997,"Mithai, Street Food",100,No,No,3.3,16
McDonald's,Chandni Chowk,77.23421395,28.65606667,"Fast Food, Burger",500,No,No,3.0,57
McDonald's,Chandni Chowk,77.22333167,28.656640000000003,"Fast Food, Burger",500,No,No,3.0,42
Natraj Cafe,Chandni Chowk,77.23050129999999,28.656199199999996,"North Indian, Fast Food, South Indian",300,No,No,3.4,21
Padam Chaat Corner,Chandni Chowk,77.23,28.66,Street Food,100,No,No,3.0,4
Pandit Ved Prakash Lemon Wale,Chandni Chowk,77.22681879999999,28.6565647,"Beverages, Street Food",50,No,No,3.2,11
Pt. Babu Ram Devi Dayal Paranthe Wale,Chandni Chowk,77.23071379999999,28.656049499999998,North Indian,150,No,No,3.0,53
Rabri Bhandar,Chandni Chowk,77.23050129999999,28.656109700000002,Mithai,150,No,No,3.2,7
Ram Parshad Makhan Lal,Chandni Chowk,77.2155012,28.6625615,Mithai,100,No,No,3.4,23
Rambhoj,Chandni Chowk,77.2324772,28.656298100000004,"North Indian, South Indian",150,No,No,2.9,4
Rehmatullah's Hotel,Chandni Chowk,77.23355500000001,28.6491441,Mughlai,100,No,No,3.0,5
Sharma Bhojnalay,Chandni Chowk,77.2306151,28.6559026,North Indian,100,No,No,3.0,9
Shree Balaji Chaat Bhandar,Chandni Chowk,77.2320281,28.656523999999997,Street Food,100,No,No,3.2,16
Shri Duli Chand Naresh Gupta,Chandni Chowk,77.22695350000001,28.6476635,Desserts,100,No,No,3.4,18
Shri Hari Sharnam,Chandni Chowk,77.222732,28.6577424,"North Indian, South Indian",400,No,No,3.1,14
Sindhi Chicken,Chandni Chowk,77.2316689,28.6573856,North Indian,400,No,No,2.9,7
Soni Bhojnalaya,Chandni Chowk,77.223481,28.657747999999998,North Indian,300,No,No,3.0,4
Super Restaurant,Chandni Chowk,77.2320281,28.6567032,North Indian,250,No,No,2.9,5
Tiwari Ji Confectioner,Chandni Chowk,77.2306809,28.6561268,Street Food,100,No,No,3.1,5
Wah Ji Wah,Chandni Chowk,77.23285859999999,28.6562478,"North Indian, Chinese",450,No,No,2.8,59
Zaika Mughlai Foods,Chandni Chowk,77.2233607,28.656637899999996,"Mughlai, Biryani",550,No,No,3.3,10
Al Yousuf,Chandni Chowk,77.2254715,28.655181899999995,Mughlai,200,No,No,3.7,30
Amritsari Lassi Wala,Chandni Chowk,77.2234007,28.656708399999996,Beverages,100,No,No,3.8,112
Annapurna Bhandar,Chandni Chowk,77.2323664,28.6563295,Mithai,100,No,No,3.8,59
Bishan Swaroop Chaat Bhandar,Chandni Chowk,77.23095040000001,28.6561525,Street Food,150,No,No,3.7,40
Gole Hatti,Chandni Chowk,77.2230342,28.6572505,North Indian,150,No,No,3.8,116
Haldiram's,Chandni Chowk,77.2316689,28.6563106,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,3.9,444
Kanwarji's,Chandni Chowk,77.23077070000001,28.6562249,"Street Food, Chinese, North Indian, Mithai",300,No,No,3.9,163
Kedarnath Prem Chand Halwai,Chandni Chowk,77.22998299999999,28.6556971,"Mithai, Street Food",100,No,No,3.7,19
Keventers,Chandni Chowk,77.23148929999999,28.656203899999998,Beverages,400,No,No,3.7,63
Khan Omelette Corner,Chandni Chowk,77.2215109,28.6551982,Fast Food,150,No,No,3.6,43
Natraj Dahi Bhalle Wala,Chandni Chowk,77.23050129999999,28.656199199999996,Street Food,100,No,No,3.9,1487
Old Famous Jalebi Wala,Chandni Chowk,77.23355500000001,28.6561321,"Mithai, Street Food",100,No,No,3.9,752
Pt. Gaya Prasad Shiv Charan Paranthe Wale,Chandni Chowk,77.2304115,28.6561011,North Indian,150,No,No,3.6,437
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,Chandni Chowk,77.23046740000001,28.6560207,North Indian,150,No,No,3.6,297
Shiv Misthan Bhandar,Chandni Chowk,77.22430390000001,28.6568622,"Mithai, Street Food",100,No,No,3.8,76
Special Jalebi Wala,Chandni Chowk,77.2320562,28.6566115,Mithai,100,No,No,3.5,21
Tewari Bros Confectioners,Chandni Chowk,77.2266392,28.656637100000005,"Street Food, North Indian, South Indian, Mithai",200,No,No,3.5,51
Annapurna Chaat & Sweets,Chandni Chowk,77.2315132,28.6562432,Street Food,100,No,No,0.0,1
Delhi-6 The Chicken Planet,Chandni Chowk,0.0,0.0,"Biryani, Mughlai",300,No,No,0.0,0
Dessi Food,Chandni Chowk,77.23199609999999,28.6574304,Street Food,100,No,No,0.0,0
Foody Dragon,Chandni Chowk,77.23196120000001,28.657297200000002,Chinese,300,No,No,0.0,0
Grover Eating Point,Chandni Chowk,77.2352925,28.6570185,North Indian,200,No,No,0.0,1
Hotel 121 Shakahari,Chandni Chowk,77.22345059999999,28.657811,North Indian,300,No,No,0.0,2
Lala Chaap Corner,Chandni Chowk,77.233113,28.6526767,Fast Food,200,No,No,0.0,0
Meghraj & Sons,Chandni Chowk,77.2233158,28.656588800000005,"Street Food, Mithai",200,No,No,0.0,3
Old Kheer Shop,Chandni Chowk,77.225538,28.65045,Desserts,100,No,No,0.0,3
Punjabi Chicken,Chandni Chowk,77.2316689,28.6573856,North Indian,400,No,No,0.0,0
Ratan Singh,Chandni Chowk,77.2338244,28.6531118,Mithai,50,No,No,0.0,0
Shri Bhujia Bhandar,Chandni Chowk,0.0,0.0,"Street Food, Mithai",100,No,No,0.0,2
Chaina Ram Sindhi Confectioners,Chandni Chowk,77.2235803,28.656662199999996,"Mithai, Street Food",200,No,No,4.2,382
Giani's di Hatti,Chandni Chowk,77.22335749999999,28.6579744,"Ice Cream, Mithai, North Indian, Street Food",150,No,No,4.3,521
Jung Bahadur Kachori Wala,Chandni Chowk,77.2298726,28.6556914,Street Food,50,No,Yes,4.1,405
Lakhori - Haveli Dharampura,Chandni Chowk,77.2322078,28.653315999999997,"Mughlai, Street Food",3000,No,No,4.4,305
Milk n More,Chawri Bazar,77.23108509999999,28.650565999999998,"Desserts, Street Food",100,No,No,3.1,6
Kuremal Mohan Lal Kulfi Wale,Chawri Bazar,77.22704329999999,28.647761699999997,Ice Cream,200,No,No,4.5,545
Hira Chaat Corner,Chawri Bazar,77.22933370000001,28.6501751,Street Food,100,No,No,3.6,18
Kuremal Mahavir Prasad Kulfi Wale,Chawri Bazar,77.22681879999999,28.647605900000002,Ice Cream,300,No,No,3.9,36
Shakahari Restaurant,Chawri Bazar,77.22708829999999,28.649513,North Indian,300,No,No,3.6,185
Shri Gujrat Namkeen Bhandar,Chawri Bazar,77.2293345,28.650177600000003,"Street Food, Mithai",100,No,No,3.6,27
Standard Sweets,Chawri Bazar,77.2273577,28.649449100000005,"Mithai, North Indian",200,No,No,3.6,31
Sudarshan,Chawri Bazar,77.2302935,28.650406699999998,"Street Food, Beverages",150,No,No,3.7,54
Ustad Moinuddin Kebab,Chawri Bazar,77.2261003,28.6498667,Fast Food,100,No,No,3.7,21
Ashok Chaat Corner,Chawri Bazar,77.2268745,28.6493909,Street Food,100,No,No,4.1,118
Jain Coffee House,Chawri Bazar,77.2295582,28.650509999999997,"Fast Food, Beverages",150,No,No,4.1,169
Shyam Sweets,Chawri Bazar,77.2303113,28.6504756,"Mithai, Street Food",150,No,No,4.1,200
Spicy Food Court,Chhatarpur,77.16154855,28.49562447,"North Indian, Mughlai, Chinese",500,No,Yes,2.7,23
Aristocrat Sweet Shop,Chittaranjan Park,77.24861238,28.5400835,"Mithai, Bakery",300,No,No,3.1,7
Balluchi's - The Royal Cuisine,Chittaranjan Park,77.25185479999999,28.5399184,"North Indian, Mughlai, Chinese",800,Yes,No,3.0,4
Bunty Dhaba,Chittaranjan Park,77.25204963,28.53972535,"North Indian, Chinese",500,No,No,3.2,26
Gopal's Restaurant & Caterer's,Chittaranjan Park,77.24894397,28.54027996,"North Indian, Fast Food",300,No,No,2.7,22
Horn Please,Chittaranjan Park,77.2564223,28.537497899999998,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3.0,70
Khatey Raho,Chittaranjan Park,77.2488511,28.5401398,"North Indian, Mughlai, Fast Food, South Indian",250,No,No,3.3,26
Kolkata Biryani House,Chittaranjan Park,77.24887993,28.54032355,"North Indian, Mughlai, Biryani",500,No,Yes,3.4,404
Kolkata Hot Kathi Roll,Chittaranjan Park,77.2485628,28.5401027,Fast Food,150,No,No,3.2,35
Madly Bangalee,Chittaranjan Park,77.2533122,28.5363941,"Mughlai, North Indian, Bengali, Continental",400,No,No,2.7,135
Oh! China,Chittaranjan Park,77.24785432,28.54140536,"Chinese, Thai",600,No,Yes,2.9,16
Punjabi Zaika,Chittaranjan Park,77.2534878,28.5364501,"Chinese, Mughlai, North Indian",500,No,Yes,2.9,39
Rabi Snacks Corner,Chittaranjan Park,77.24898689,28.5401377,Fast Food,300,No,No,3.4,18
Republic of Chicken,Chittaranjan Park,77.2534614,28.536492499999998,"Raw Meats, Fast Food",400,No,No,2.7,29
Roll n Roast,Chittaranjan Park,77.24858187,28.54001105,"North Indian, Chinese",250,No,No,3.3,27
Roller's High,Chittaranjan Park,0.0,0.0,"North Indian, Mughlai",500,No,No,3.2,13
Royal Chick 'N',Chittaranjan Park,77.2481801,28.541422700000002,"Mughlai, North Indian, Chinese",300,No,Yes,3.3,18
Royal Kolkata Biryani,Chittaranjan Park,77.2487302,28.5404268,"North Indian, Chinese, Biryani",500,No,No,2.7,14
Sameer's Restaurant,Chittaranjan Park,77.2533324,28.53629071,"North Indian, Mughlai, Chinese",600,No,Yes,2.5,59
Sanjha Chulha,Chittaranjan Park,77.25324858,28.53638025,"North Indian, Mughlai",550,No,No,2.7,70
Shepherd's,Chittaranjan Park,0.0,0.0,Fast Food,250,No,No,3.1,9
Soya King,Chittaranjan Park,77.2532497,28.5364506,North Indian,350,No,Yes,2.6,71
Tasty Tonight,Chittaranjan Park,0.0,0.0,"North Indian, Mughlai, Chinese",1000,No,No,3.1,5
The Mustard,Chittaranjan Park,77.248798,28.540204,Bengali,500,No,Yes,2.9,7
Tibb's Frankie,Chittaranjan Park,77.25343640000001,28.536391499999997,Fast Food,250,No,No,3.2,16
Wazwaan Restaurant,Chittaranjan Park,77.24177259999999,28.542694399999995,"North Indian, Kashmiri",1200,Yes,No,3.2,14
Yummi Kolkataa,Chittaranjan Park,77.248847,28.539921500000002,Mithai,150,No,No,3.2,17
Annapurna Sweet House,Chittaranjan Park,77.25338604,28.53622797,"Mithai, Street Food",150,No,No,3.7,55
Ashirbad,Chittaranjan Park,77.24314670000001,28.540850399999997,Fast Food,100,No,No,3.6,46
Chocolatiers - The Chocolate Boutique,Chittaranjan Park,77.24845400000001,28.5371718,Desserts,100,No,Yes,3.8,112
Dadu Cutlet Shop,Chittaranjan Park,77.25329351,28.53622856,Fast Food,100,No,No,3.7,99
Dogs & Wiches,Chittaranjan Park,77.25306259999999,28.53681321,"Continental, American, Fast Food",600,No,Yes,3.9,109
Maa Tara,Chittaranjan Park,77.2532976,28.536230600000003,"Bengali, North Indian",500,No,Yes,3.6,458
My Spice Kitchen,Chittaranjan Park,77.2487359,28.540398200000002,"North Indian, Mughlai, Biryani, Bengali",650,No,Yes,3.5,443
The Singing Tree,Chittaranjan Park,77.2488222,28.5403609,Beverages,100,No,No,3.7,33
Baba Chicken Ludhiana Wale,Chittaranjan Park,77.24996019,28.54047929,North Indian,400,No,No,0.0,0
Bengal Snacks,Chittaranjan Park,77.24868078,28.54036184,Fast Food,300,No,No,0.0,2
Brownies & More,Chittaranjan Park,77.24850550000001,28.5371328,"Bakery, Fast Food",100,No,No,0.0,2
Cafe Coffee Day,Chittaranjan Park,77.2530302,28.5393728,Cafe,450,No,No,0.0,1
Craving Cure,Chittaranjan Park,77.2533385,28.5366561,Chinese,300,No,No,0.0,2
Cuisine,Chittaranjan Park,77.24177259999999,28.542694399999995,"North Indian, Mughlai, Chinese",1500,Yes,No,0.0,1
Food Nation,Chittaranjan Park,0.0,0.0,"North Indian, Chinese",400,No,No,0.0,0
Kamala Fast Food & Chinese,Chittaranjan Park,77.25298069,28.5359835,"Fast Food, Chinese",300,No,No,0.0,2
Lokenath Sweets,Chittaranjan Park,77.2484567,28.5371718,Mithai,150,No,No,0.0,2
Me and My Cake,Chittaranjan Park,0.0,0.0,"Bakery, Desserts",500,No,No,0.0,0
Chulha Punjabi Da,Chittaranjan Park,77.25327071,28.53634285,"North Indian, Chinese, Fast Food",600,No,Yes,2.4,41
Viva Hyderabad,Chittaranjan Park,77.25292940000001,28.53692899,"Biryani, North Indian",600,No,Yes,2.3,38
Metro Grill,"City Centre Mall, Rohini",77.11422320000001,28.7168739,"North Indian, Mughlai, Chinese",1200,Yes,No,3.4,134
Cafe Cruise,"City Square Mall, Rajouri Garden",77.1232509,28.6501775,"Continental, North Indian, Chinese",1300,Yes,Yes,2.8,153
Etal The Lounge Bar,"City Square Mall, Rajouri Garden",77.123654,28.650218100000004,"North Indian, Italian, Fast Food",2000,Yes,No,3.2,455
"Game of Legends - Sports Bar, Grill, & Lounge","City Square Mall, Rajouri Garden",77.1233229,28.650365999999998,"North Indian, Chinese, Continental, Italian",1450,Yes,No,3.5,609
Al-raaya,Civil Lines,77.220848,28.671114000000003,"Mughlai, North Indian",600,No,Yes,3.1,6
Authentique Bites,Civil Lines,77.2253817,28.6764039,"Bakery, Desserts",300,No,No,3.2,17
Embassy,Civil Lines,77.22520209999999,28.6766555,"Chinese, North Indian, Mughlai",1200,Yes,Yes,3.0,126
Narang's Bake 'n' Cake,Civil Lines,77.222238,28.7027947,"Bakery, Desserts, Fast Food",400,No,No,3.0,4
New Darvesh,Civil Lines,77.2203223,28.697636100000004,"Chinese, South Indian",150,No,No,3.0,14
1UP,Civil Lines,77.2252161,28.676290299999998,"Cafe, Italian, Continental",1200,Yes,No,3.5,282
Gujarati Samaj Santushti,Civil Lines,77.2241691,28.6722125,Gujarati,300,No,No,3.6,95
Hind Bakery & Chinese Fast Food,Civil Lines,77.22224770000001,28.702812400000003,Fast Food,150,No,No,0.0,0
Hot Pot,Civil Lines,77.2213398,28.7008282,Chinese,150,No,No,0.0,0
Punjabi Flavour,Civil Lines,77.2212499,28.691952899999997,North Indian,100,No,No,0.0,0
Saras Fast Food Feast,Civil Lines,77.2224176,28.6726275,"North Indian, South Indian",300,No,No,0.0,0
Shama Chicken Corner,Civil Lines,77.2211471,28.691787800000004,"Biryani, Mughlai",300,No,No,0.0,0
The Night Owl,Civil Lines,77.2255613,28.6765107,Chinese,450,No,No,0.0,1
Wimpy Sweets And Confectioners,Civil Lines,77.2204415,28.697518100000003,"Bakery, Mithai",150,No,No,0.0,1
Boa Village,Civil Lines,77.22529190000002,28.676753700000003,"Chinese, Japanese, Korean, Asian",1500,Yes,No,4.0,225
Anand Ji Restaurant,"Community Centre, New Friends Colony",77.26811942,28.56171513,"Chinese, North Indian, Street Food",400,No,No,3.1,28
Baskin Robbins,"Community Centre, New Friends Colony",77.26835240000001,28.5620725,Ice Cream,300,No,Yes,3.3,38
Bhoj Restaurant,"Community Centre, New Friends Colony",77.26825587,28.56150782,"North Indian, Mughlai",600,No,No,2.8,54
Brijwasi Restaurant,"Community Centre, New Friends Colony",77.268392,28.56159321,"North Indian, Chinese",400,No,No,2.8,32
Cafe Coffee Day - The Lounge,"Community Centre, New Friends Colony",77.26903370000001,28.562628000000004,Cafe,750,No,No,3.2,42
Cafe Coffee Day,"Community Centre, New Friends Colony",77.26926506,28.562451899999996,Cafe,450,No,No,2.9,10
Chaat Tadka,"Community Centre, New Friends Colony",77.26820022,28.56128843,"North Indian, Street Food, Mithai",300,No,No,2.8,27
Chawla's Unique Chicken Corner,"Community Centre, New Friends Colony",77.26839837,28.56136028,"North Indian, Mughlai",600,No,Yes,3.2,35
Dawat Khana,"Community Centre, New Friends Colony",77.26880129999999,28.562384,"North Indian, Mughlai, Chinese",1600,Yes,Yes,2.5,82
Eat n Joy,"Community Centre, New Friends Colony",77.26848709999999,28.561412899999997,"North Indian, Mughlai",500,No,No,3.2,24
Khan Chicken Biryani,"Community Centre, New Friends Colony",77.26784986,28.56181849,North Indian,500,No,No,2.9,14
Kolkata Roll,"Community Centre, New Friends Colony",77.2685365,28.56132406,Fast Food,200,No,No,2.8,16
R. Ahmad Food,"Community Centre, New Friends Colony",77.26916899999999,28.562686,North Indian,450,No,No,3.0,11
Sab Ke Khatir,"Community Centre, New Friends Colony",77.268562,28.560994,"North Indian, Mughlai",600,No,No,3.1,14
Bon Bon Pastry Shop,"Community Centre, New Friends Colony",77.26831857,28.56217362,"Bakery, Desserts, Fast Food",150,No,No,3.5,91
Moksha,"Community Centre, New Friends Colony",77.26906691,28.56231173,North Indian,1400,Yes,Yes,3.7,110
Pebble Street,"Community Centre, New Friends Colony",77.26893816,28.56253759,"Italian, Tex-Mex, Continental, North Indian",2400,Yes,Yes,3.9,886
Kebab Gallery,"Community Centre, New Friends Colony",77.26817206,28.56203051,"North Indian, Lucknowi",400,No,No,0.0,3
Amber,Connaught Place,77.2208907,28.6301966,"North Indian, Chinese, Mughlai",1800,Yes,Yes,2.6,152
Attitude Kitchen & Bar,Connaught Place,77.22035229,28.63004355,"North Indian, Continental, Italian",1300,Yes,No,2.9,140
Cafe Coffee Day,Connaught Place,77.2198128,28.6329609,Cafe,450,No,Yes,3.4,277
Castle 9,Connaught Place,77.2194984,28.6348572,"Finger Food, Continental, North Indian, Chinese",1350,Yes,No,3.1,1099
